t,kappa,b0,b1,bmag,ang_err
2.44,1.3162276378609141,0.00029700351167349844,0.0002861436611786598,0.0004124188171981458,0.7667774861012528
2.45,1.4132973590069196,0.0002960365750056168,0.0002852196277613973,0.0004110813664001401,0.7667907081077168
2.46,0.48167006509143484,0.00029507667265875776,0.0002843022959366963,0.00040975363112758444,0.7668038830726451
2.47,0.0,0.00029410109843608243,0.00028337026827197464,0.00040840441359250894,0.7668178564005386
2.48,0.0,0.0002931270875802922,0.0002824397817648536,0.0004070573912812325,0.7668319839069979
2.49,0.40185894090583707,0.00029215721693818977,0.0002815132638194901,0.000405716104086799,0.7668461682804977
2.5,0.6896516627028859,0.0002911932485479345,0.0002805923748098955,0.00040438297293698706,0.7668603426752911
2.5100000000000002,0.22750485013611677,0.00029023682212639396,0.0002796786605278175,0.0004030602511693038,0.7668744448962825
2.52,0.023719063043758176,0.0002892797891843701,0.0002787644383408449,0.0004017367403089246,0.7668887772215989
2.5300000000000002,0.0,0.0002883262497195488,0.00027785357240544915,0.0004004180739874385,0.7669031857095501
2.54,0.2980833979951049,0.0002873767403384721,0.0002769465679911774,0.0003991049892066716,0.7669176491907832
2.5500000000000003,0.23839304711787068,0.000286432210771194,0.00027604432025780387,0.0003977987909909565,0.7669321311698729
2.56,0.0,0.00028549132369266796,0.0002751455674072043,0.00039649764080965745,0.7669466802232447
2.57,0.0,0.0002845537952602516,0.0002742500409546787,0.0003952011479748713,0.7669613057110869
2.58,2.288419442152361,0.00028362022195639554,0.0002733583028996862,0.00039391013196767564,0.7669759842878605
2.59,1.870760952850061,0.00028274660575471403,0.0002725231965610927,0.0003927015861053882,0.7669886367419969
2.6,2.12417935293792,0.00028185800588863204,0.000271674016216263,0.00039147248507473734,0.7670020446049888
2.61,1.8314718819295286,0.00028098380657638733,0.0002708384887304725,0.0003902632272402345,0.7670151167493438
2.62,2.405705274066323,0.00028010089613712754,0.0002699948013492243,0.00038904203471145504,0.7670287086180139
2.63,2.6265941956040475,0.00027924728751627277,0.0002691788344957181,0.00038786117687346475,0.7670414118355255
2.64,2.464272916104259,0.0002784088053224228,0.000268377212171971,0.00038670116484729893,0.7670537516246729
2.65,3.0,0.0002775649948217298,0.00026757062353609126,0.00038553387001647414,0.7670664833783309
2.66,2.5503037619651745,0.0002767551670028009,0.00026679618745973987,0.00038441335578489054,0.7670781550244516
2.67,2.3885028038547462,0.0002759224945599972,0.0002660002436880992,0.0003832614677297208,0.7670908630349631
2.68,3.0,0.00027508483569336687,0.00026519965116244366,0.00038210276340943733,0.7671039462564258
